,person,person_label,genders,dobs,countries,continents,iso_country,firstCountry,birth_year
9597,http://www.wikidata.org/entity/Q100912575,Fabio Ribeiro,male,1986-04-08 00:00:00+00:00,Brazil,South America,BR,Brazil,1986.0
9598,http://www.wikidata.org/entity/Q100912577,Fabio Ribeiro,male,1968-09-27 00:00:00+00:00,Brazil|Portugal,South America|Europe,BR,Brazil,1968.0
9599,http://www.wikidata.org/entity/Q100912594,Brooks Ricca,male,1927-04-22 00:00:00+00:00,United States,North America,US,United States,1927.0
9600,http://www.wikidata.org/entity/Q100912608,Kristian Welch,male,1998-05-24 00:00:00+00:00,United States,North America,US,United States,1998.0
9601,http://www.wikidata.org/entity/Q100912640,DeAndre Rice,male,1985-08-21 00:00:00+00:00,United States,North America,US,United States,1985.0
9602,http://www.wikidata.org/entity/Q100912695,Josh Wycherley,male,1999-07-22 00:00:00+00:00,Ireland,Europe,IE,Ireland,1999.0
9603,http://www.wikidata.org/entity/Q100912762,Markus Hodel,male,1961-05-04 00:00:00+00:00,Switzerland,Europe,CH,Switzerland,1961.0
9604,http://www.wikidata.org/entity/Q100912819,Bruno Hänni,male,1961-10-13 00:00:00+00:00,Switzerland,Europe,CH,Switzerland,1961.0
9605,http://www.wikidata.org/entity/Q100913,Lin Jaldati,female,1912-12-13 00:00:00+00:00,Kingdom of the Netherlands|German Democratic Republic,Europe,NL,Kingdom of the Netherlands,1912.0
9606,http://www.wikidata.org/entity/Q100913158,Lance Richard,male,1994-07-28 00:00:00+00:00,United States,North America,US,United States,1994.0
9607,http://www.wikidata.org/entity/Q100913165,Paul Sahanek,male,1998-09-08 00:00:00+00:00,Austria,Europe,AT,Austria,1998.0
9608,http://www.wikidata.org/entity/Q100913183,Drew Richards,male,1986-02-15 00:00:00+00:00,United States,North America,US,United States,1986.0
9609,http://www.wikidata.org/entity/Q100913192,JaJa Richards,male,1974-11-19 00:00:00+00:00,United States,North America,US,United States,1974.0
9610,http://www.wikidata.org/entity/Q100913209,Omar Richards,male,1992-04-08 00:00:00+00:00,United States|Mexico,North America,US,United States,1992.0
9611,http://www.wikidata.org/entity/Q100913229,Andreas Wimmer,male,1962-10-03 00:00:00+00:00,Switzerland,Europe,CH,Switzerland,1962.0
9612,http://www.wikidata.org/entity/Q100913320,Xavier Richards,male,1992-10-27 00:00:00+00:00,United States,North America,US,United States,1992.0
9613,http://www.wikidata.org/entity/Q100913361,Corneillus Richardson,male,1981-04-04 00:00:00+00:00,United States,North America,US,United States,1981.0
9614,http://www.wikidata.org/entity/Q100913479,Donta Richardson,male,1981-03-05 00:00:00+00:00,United States,North America,US,United States,1981.0
9615,http://www.wikidata.org/entity/Q100913533,Kevin Richardson,male,1978-10-08 00:00:00+00:00,United States,North America,US,United States,1978.0
9616,http://www.wikidata.org/entity/Q100913649,Nikorestis Chaniotakis,male,1987-02-10 00:00:00+00:00,Greece,Europe,GR,Greece,1987.0
9617,http://www.wikidata.org/entity/Q100913658,Melvyn Richardson,male,1984-06-04 00:00:00+00:00,Dominican Republic,North America,DO,Dominican Republic,1984.0
9618,http://www.wikidata.org/entity/Q100913679,Ralph Richardson,male,1939-01-14 00:00:00+00:00,United States,North America,US,United States,1939.0
9619,http://www.wikidata.org/entity/Q100913725,Will Richardson,male,1999-09-09 00:00:00+00:00,United States,North America,US,United States,1999.0
9620,http://www.wikidata.org/entity/Q100913731,Zion Richardson,male,2001-01-23 00:00:00+00:00,United States,North America,US,United States,2001.0
9621,http://www.wikidata.org/entity/Q100914,Erich Thienhaus,male,1909-01-01 00:00:00+00:00,Germany,Europe,DE,Germany,1909.0
9622,http://www.wikidata.org/entity/Q100914058,Emondre Rickman,male,1996-12-24 00:00:00+00:00,United States,North America,US,United States,1996.0
9623,http://www.wikidata.org/entity/Q100914091,Nafis Ricks,male,1987-12-10 00:00:00+00:00,United States,North America,US,United States,1987.0
9624,http://www.wikidata.org/entity/Q100914230,Laquincy Rideau,male,1996-03-28 00:00:00+00:00,United States,North America,US,United States,1996.0
9625,http://www.wikidata.org/entity/Q100914426,Cameron Rigby,male,1978-05-01 00:00:00+00:00,Australia,Oceania,AU,Australia,1978.0
9626,http://www.wikidata.org/entity/Q100914556,Jacob Rigoni,male,1998-12-10 00:00:00+00:00,Australia|Italy,Oceania|Europe,AU,Australia,1998.0
9627,http://www.wikidata.org/entity/Q100914568,Milan Rikic,male,1971-01-01 00:00:00+00:00,Serbia|Socialist Federal Republic of Yugoslavia,Europe,RS,Serbia,1971.0
9628,http://www.wikidata.org/entity/Q100914593,Cody Riley,male,1997-12-12 00:00:00+00:00,United States,North America,US,United States,1997.0
9629,http://www.wikidata.org/entity/Q100914686,Auguste Manche,male,1916-11-29 00:00:00+00:00,Kingdom of the Netherlands,Europe,NL,Kingdom of the Netherlands,1916.0
9630,http://www.wikidata.org/entity/Q100914694,Gerald Riley,male,1981-09-20 00:00:00+00:00,United States,North America,US,United States,1981.0
9631,http://www.wikidata.org/entity/Q100914721,Malcolm Riley,male,1993-01-08 00:00:00+00:00,United States,North America,US,United States,1993.0
9632,http://www.wikidata.org/entity/Q100914753,DeForrest Riley-Smith,male,1984-02-01 00:00:00+00:00,United States,North America,US,United States,1984.0
9633,http://www.wikidata.org/entity/Q100915,Hellmut Kalbitzer,male,1913-11-17 00:00:00+00:00,Germany,Europe,DE,Germany,1913.0
9634,http://www.wikidata.org/entity/Q100915003,Henrik Ringmar,male,1969-01-25 00:00:00+00:00,Sweden,Europe,SE,Sweden,1969.0
9635,http://www.wikidata.org/entity/Q100915020,Domas Rinksalis,male,1990-06-07 00:00:00+00:00,Lithuania,Europe,LT,Lithuania,1990.0
9636,http://www.wikidata.org/entity/Q100915126,Yeter Göksu,female,1943-01-10 00:00:00+00:00,Turkey,Asia,,Turkey,1943.0
9637,http://www.wikidata.org/entity/Q100915210,Anzac Rissetto,male,2001-01-24 00:00:00+00:00,New Zealand,Oceania|Insular Oceania|Australian continent,NZ,New Zealand,2001.0
9638,http://www.wikidata.org/entity/Q100915349,Paulius Ritter,male,1986-01-21 00:00:00+00:00,Lithuania,Europe,LT,Lithuania,1986.0
9639,http://www.wikidata.org/entity/Q100915370,Laurent Rivard,male,1991-01-18 00:00:00+00:00,Canada,North America,CA,Canada,1991.0
9640,http://www.wikidata.org/entity/Q100915386,Pablo Rivas,male,1994-10-15 00:00:00+00:00,Panama,South America|North America,PA,Panama,1994.0
9641,http://www.wikidata.org/entity/Q100915411,Lonnie Rivera,male,1997-01-08 00:00:00+00:00,United States,North America,US,United States,1997.0
9642,http://www.wikidata.org/entity/Q100915503,Felix Rivera-Vega,male,1997-02-01 00:00:00+00:00,United States,North America,US,United States,1997.0
9643,http://www.wikidata.org/entity/Q100915504,Belton Rivers,male,1984-05-07 00:00:00+00:00,United States,North America,US,United States,1984.0
9644,http://www.wikidata.org/entity/Q100915516,Demetre Rivers,male,1995-12-07 00:00:00+00:00,United States,North America,US,United States,1995.0
9645,http://www.wikidata.org/entity/Q100915546,Ron Rivers,male,1931-04-04 00:00:00+00:00,United States,North America,US,United States,1931.0
9646,http://www.wikidata.org/entity/Q100915570,Esmir Rizvic,male,1982-01-26 00:00:00+00:00,Slovenia|Bosnia and Herzegovina|Socialist Federal Republic of Yugoslavia,Europe,SI,Slovenia,1982.0
9647,http://www.wikidata.org/entity/Q100915715,Demetreus Robbins,male,1971-01-20 00:00:00+00:00,United States,North America,US,United States,1971.0
9648,http://www.wikidata.org/entity/Q100915899,Xavier Roberson,male,1990-01-29 00:00:00+00:00,United States,North America,US,United States,1990.0
9649,http://www.wikidata.org/entity/Q100916014,Maria José Silva,female,1983-08-13 00:00:00+00:00,Nicaragua,North America,NI,Nicaragua,1983.0
9650,http://www.wikidata.org/entity/Q100916078,Stefan Bützer,male,1965-09-17 00:00:00+00:00,Switzerland,Europe,CH,Switzerland,1965.0
9651,http://www.wikidata.org/entity/Q100916121,Don A. Moore,male,1928-01-01 00:00:00+00:00,United States,North America,US,United States,1928.0
9652,http://www.wikidata.org/entity/Q100916195,Josh Roberts,male,1999-07-15 00:00:00+00:00,United States,North America,US,United States,1999.0
9653,http://www.wikidata.org/entity/Q100916198,Justin Roberts,male,1998-05-26 00:00:00+00:00,United States,North America,US,United States,1998.0
9654,http://www.wikidata.org/entity/Q100916346,Oral Roberts,male,1974-03-04 00:00:00+00:00,Saint Vincent and the Grenadines,North America,VC,Saint Vincent and the Grenadines,1974.0
9655,http://www.wikidata.org/entity/Q100916429,Waltraut  Fryda,female,1927-09-22 00:00:00+00:00,Germany|United States|Free State of Prussia,Europe|North America,DE,Germany,1927.0
9656,http://www.wikidata.org/entity/Q100916533,Michel Pensereau,male,1942-03-15 00:00:00+00:00,France,Europe,FR,France,1942.0
9657,http://www.wikidata.org/entity/Q100916541,Jordan Robertson,male,1992-10-26 00:00:00+00:00,United States,North America,US,United States,1992.0
9658,http://www.wikidata.org/entity/Q100916543,Jordan Robertson,male,1996-03-22 00:00:00+00:00,United States,North America,US,United States,1996.0
9659,http://www.wikidata.org/entity/Q100916565,Andrew Urban,male,1945-07-26 00:00:00+00:00,Hungary,Europe,HU,Hungary,1945.0
9660,http://www.wikidata.org/entity/Q100916685,Tyler Robertson,male,2000-07-25 00:00:00+00:00,Australia,Oceania,AU,Australia,2000.0
9661,http://www.wikidata.org/entity/Q100916728,Andrew Robinson,male,1996-06-05 00:00:00+00:00,United States,North America,US,United States,1996.0
9662,http://www.wikidata.org/entity/Q100916923,Demetrius Robinson,male,1990-09-26 00:00:00+00:00,United States,North America,US,United States,1990.0
9663,http://www.wikidata.org/entity/Q100916926,Demond Robinson,male,2000-10-11 00:00:00+00:00,United States,North America,US,United States,2000.0
9664,http://www.wikidata.org/entity/Q100917,Heidi Roth,female,1984-10-11 00:00:00+00:00,Germany,Europe,DE,Germany,1984.0
9665,http://www.wikidata.org/entity/Q100917052,Forrest Robinson,male,1993-06-03 00:00:00+00:00,United States,North America,US,United States,1993.0
9666,http://www.wikidata.org/entity/Q100917173,Jalen Robinson,male,1993-12-25 00:00:00+00:00,United States,North America,US,United States,1993.0
9667,http://www.wikidata.org/entity/Q100917179,Jeremy Robinson,male,1989-02-14 00:00:00+00:00,United States,North America,US,United States,1989.0
9668,http://www.wikidata.org/entity/Q100917187,Jevoni Robinson,male,1992-11-16 00:00:00+00:00,United States|Jamaica,North America,US,United States,1992.0
9669,http://www.wikidata.org/entity/Q100917216,Jordan Robinson,male,1995-04-12 00:00:00+00:00,Canada,North America,CA,Canada,1995.0
9670,http://www.wikidata.org/entity/Q100917222,Keith Robinson,male,1968-05-14 00:00:00+00:00,United States,North America,US,United States,1968.0
9671,http://www.wikidata.org/entity/Q100917232,Kennard Robinson,male,1971-01-29 00:00:00+00:00,United States,North America,US,United States,1971.0
9672,http://www.wikidata.org/entity/Q100917301,Levertis Robinson,male,1968-11-16 00:00:00+00:00,United States,North America,US,United States,1968.0
9673,http://www.wikidata.org/entity/Q100917309,Marcus Robinson,male,1981-02-23 00:00:00+00:00,United States,North America,US,United States,1981.0
9674,http://www.wikidata.org/entity/Q100917310,Marcus Robinson,male,1982-02-16 00:00:00+00:00,United States,North America,US,United States,1982.0
9675,http://www.wikidata.org/entity/Q100917323,Nasir Robinson,male,1989-03-15 00:00:00+00:00,United States,North America,US,United States,1989.0
9676,http://www.wikidata.org/entity/Q100917324,Nate Robinson,male,2000-02-28 00:00:00+00:00,United Kingdom,Europe,GB,United Kingdom,2000.0
9677,http://www.wikidata.org/entity/Q100917336,Orlando Robinson,male,2000-07-10 00:00:00+00:00,United States,North America,US,United States,2000.0
9678,http://www.wikidata.org/entity/Q100917359,Rashad Robinson,male,1984-07-11 00:00:00+00:00,United States,North America,US,United States,1984.0
9679,http://www.wikidata.org/entity/Q100917401,Titus Robinson,male,1990-09-12 00:00:00+00:00,United States,North America,US,United States,1990.0
9680,http://www.wikidata.org/entity/Q100917432,Tyree Robinson,male,1995-09-14 00:00:00+00:00,United States,North America,US,United States,1995.0
9681,http://www.wikidata.org/entity/Q100917448,Galen Robinson Jr.,male,1997-03-31 00:00:00+00:00,United States,North America,US,United States,1997.0
9682,http://www.wikidata.org/entity/Q100917452,Brett Robisch,male,1975-04-01 00:00:00+00:00,United States,North America,US,United States,1975.0
9683,http://www.wikidata.org/entity/Q100917462,Sam Robson,male,1968-09-07 00:00:00+00:00,United Kingdom,Europe,GB,United Kingdom,1968.0
9684,http://www.wikidata.org/entity/Q100917470,Bob Roche,male,1929-12-26 00:00:00+00:00,United States,North America,US,United States,1929.0
9685,http://www.wikidata.org/entity/Q100917490,Al Rochelle,male,1936-01-09 00:00:00+00:00,United States,North America,US,United States,1936.0
9686,http://www.wikidata.org/entity/Q100917497,Coky Rochin,male,1978-02-15 00:00:00+00:00,Mexico,North America,MX,Mexico,1978.0
9687,http://www.wikidata.org/entity/Q100917521,David Roddy,male,2001-03-27 00:00:00+00:00,United States,North America,US,United States,2001.0
9688,http://www.wikidata.org/entity/Q100917527,Kyle Rode,male,1999-12-09 00:00:00+00:00,United States,North America,US,United States,1999.0
9689,http://www.wikidata.org/entity/Q100917556,Mahmoud Abdul Awwel,male,1984-01-10 00:00:00+00:00,Cameroon|United States,Africa|North America,CM,Cameroon,1984.0
9690,http://www.wikidata.org/entity/Q100917578,Scott Rodgers,male,1987-04-15 00:00:00+00:00,United States,North America,US,United States,1987.0
9691,http://www.wikidata.org/entity/Q100917591,Karl-Henrik Ousbäck,male,1993-01-01 00:00:00+00:00,Sweden,Europe,SE,Sweden,1993.0
9692,http://www.wikidata.org/entity/Q100917607,Jared Rodriguez,male,1999-06-16 00:00:00+00:00,United States|Mexico,North America,US,United States,1999.0
9693,http://www.wikidata.org/entity/Q100917608,Jeromy Rodríguez,male,1996-01-03 00:00:00+00:00,Dominican Republic,North America,DO,Dominican Republic,1996.0
9694,http://www.wikidata.org/entity/Q100917609,Jesus Rodriguez,male,1977-06-09 00:00:00+00:00,United States,North America,US,United States,1977.0
9695,http://www.wikidata.org/entity/Q100917613,Jose Rodriguez,male,1992-10-22 00:00:00+00:00,United States|Dominican Republic,North America,US,United States,1992.0
9696,http://www.wikidata.org/entity/Q100917636,Darnell Roebuck,male,1950-04-28 00:00:00+00:00,United States,North America,US,United States,1950.0
9697,http://www.wikidata.org/entity/Q100917721,Elbert Rogers,male,1969-02-10 00:00:00+00:00,United States,North America,US,United States,1969.0
9698,http://www.wikidata.org/entity/Q100917764,Fabio Ghisoni,male,1963-09-11 00:00:00+00:00,Switzerland,Europe,CH,Switzerland,1963.0
9699,http://www.wikidata.org/entity/Q100917778,Kevin Rogers,male,1986-09-22 00:00:00+00:00,United States,North America,US,United States,1986.0
9700,http://www.wikidata.org/entity/Q100917780,Larry Rogers,male,1956-12-11 00:00:00+00:00,United States,North America,US,United States,1956.0
9701,http://www.wikidata.org/entity/Q100917785,Michael Rogers,male,1988-02-20 00:00:00+00:00,Jamaica,North America,JM,Jamaica,1988.0
9702,http://www.wikidata.org/entity/Q100917839,Taylor Rohde,male,1990-05-02 00:00:00+00:00,United States,North America,US,United States,1990.0
9703,http://www.wikidata.org/entity/Q100917854,Nate Rohnert,male,1987-08-18 00:00:00+00:00,United States,North America,US,United States,1987.0
9704,http://www.wikidata.org/entity/Q100917876,Derrick Roland,male,1988-06-19 00:00:00+00:00,United States,North America,US,United States,1988.0
9705,http://www.wikidata.org/entity/Q100917907,Charlie Rolles,male,1934-08-11 00:00:00+00:00,United States,North America,US,United States,1934.0
9706,http://www.wikidata.org/entity/Q100917926,Hakeem Rollins,male,1983-06-04 00:00:00+00:00,United States,North America,US,United States,1983.0
9707,http://www.wikidata.org/entity/Q100917947,Kyle Rolston,male,1979-11-16 00:00:00+00:00,United States,North America,US,United States,1979.0
9708,http://www.wikidata.org/entity/Q100917949,Bob Roma,male,1956-12-26 00:00:00+00:00,United States,North America,US,United States,1956.0
9709,http://www.wikidata.org/entity/Q100917973,Maxim Romanov,male,2000-08-15 00:00:00+00:00,Israel,Asia,IL,Israel,2000.0
9710,http://www.wikidata.org/entity/Q100918086,Evan Roquemore,male,1992-06-15 00:00:00+00:00,United States,North America,US,United States,1992.0
9711,http://www.wikidata.org/entity/Q100918097,Ismael Rosario,male,1967-03-26 00:00:00+00:00,United States,North America,US,United States,1967.0
9712,http://www.wikidata.org/entity/Q100918099,Karel Rosario,male,1977-12-27 00:00:00+00:00,Cuba|United States,North America,CU,Cuba,1977.0
9713,http://www.wikidata.org/entity/Q100918121,Cecile Rose,male,1955-10-27 00:00:00+00:00,The Bahamas,North America,BS,The Bahamas,1955.0
9714,http://www.wikidata.org/entity/Q100918177,Brett Roseboro,male,1991-08-10 00:00:00+00:00,United States,North America,US,United States,1991.0
9715,http://www.wikidata.org/entity/Q100918204,Clarke Rosenberg,male,1993-04-13 00:00:00+00:00,United States,North America,US,United States,1993.0
9716,http://www.wikidata.org/entity/Q100918208,Gary Rosenberger,male,1956-01-01 00:00:00+00:00,United States,North America,US,United States,1956.0
9717,http://www.wikidata.org/entity/Q100918215,Jesse Rosenfeld,male,1974-02-19 00:00:00+00:00,United States|Israel,North America|Asia,US,United States,1974.0
9718,http://www.wikidata.org/entity/Q100918287,Don Ross,male,1958-06-27 00:00:00+00:00,Malta|United States,Europe|North America,MT,Malta,1958.0
9719,http://www.wikidata.org/entity/Q100918306,Isaiah Ross,male,1996-10-24 00:00:00+00:00,France|United States,Europe|North America,FR,France,1996.0
9720,http://www.wikidata.org/entity/Q100918326,Kahron Ross,male,1995-10-06 00:00:00+00:00,United States,North America,US,United States,1995.0
9721,http://www.wikidata.org/entity/Q100918335,Kevin Ross,male,1979-07-08 00:00:00+00:00,United States,North America,US,United States,1979.0
9722,http://www.wikidata.org/entity/Q100918400,Damion Rosser,male,1999-08-24 00:00:00+00:00,United States,North America,US,United States,1999.0
9723,http://www.wikidata.org/entity/Q100918430,Aleksejs Rostovs,male,1992-05-20 00:00:00+00:00,Latvia,Europe,LV,Latvia,1992.0
9724,http://www.wikidata.org/entity/Q100918470,Sam Rotsaert,male,1982-09-07 00:00:00+00:00,Belgium,Europe,BE,Belgium,1982.0
9725,http://www.wikidata.org/entity/Q100918477,Martin Roub,male,1997-04-19 00:00:00+00:00,Czech Republic,Europe,CZ,Czech Republic,1997.0
9726,http://www.wikidata.org/entity/Q100918527,Robert Rousey,male,1931-06-25 00:00:00+00:00,United States,North America,US,United States,1931.0
9727,http://www.wikidata.org/entity/Q100918539,Logan Routt,male,1996-12-06 00:00:00+00:00,United States,North America,US,United States,1996.0
9728,http://www.wikidata.org/entity/Q100918665,Toby Roybal,male,1931-11-23 00:00:00+00:00,United States,North America,US,United States,1931.0
9729,http://www.wikidata.org/entity/Q100918690,Roman Rubchenko,male,1974-01-06 00:00:00+00:00,Soviet Union|Ukraine|Russia,Europe|Asia,,Soviet Union,1974.0
9730,http://www.wikidata.org/entity/Q100918704,Janou Rubin,male,1982-01-03 00:00:00+00:00,United States,North America,US,United States,1982.0
9731,http://www.wikidata.org/entity/Q100918772,Brian Rudolph,male,1988-09-17 00:00:00+00:00,Cape Verde|United States,Africa|North America,,Cape Verde,1988.0
9732,http://www.wikidata.org/entity/Q100918788,Marcelo Ruediger,male,1993-11-30 00:00:00+00:00,Brazil,South America,BR,Brazil,1993.0
9733,http://www.wikidata.org/entity/Q100918808,Daniel Ruffin,male,1984-12-26 00:00:00+00:00,United States,North America,US,United States,1984.0
9734,http://www.wikidata.org/entity/Q100918873,Cameron Rundles,male,1988-04-27 00:00:00+00:00,United States,North America,US,United States,1988.0
9735,http://www.wikidata.org/entity/Q100918880,Wayne Runnels,male,1989-06-22 00:00:00+00:00,United States,North America,US,United States,1989.0
9736,http://www.wikidata.org/entity/Q100918908,Luke Ruscoe,male,1981-07-21 00:00:00+00:00,New Zealand,Australian continent|Insular Oceania|Oceania,NZ,New Zealand,1981.0
9737,http://www.wikidata.org/entity/Q100918952,Derrick Russell,male,1982-04-11 00:00:00+00:00,United States,North America,US,United States,1982.0
9738,http://www.wikidata.org/entity/Q100918965,Frank Russell,male,1984-02-23 00:00:00+00:00,United States,North America,US,United States,1984.0
9739,http://www.wikidata.org/entity/Q100919036,Tommy Rutherford,male,1997-01-09 00:00:00+00:00,United States,North America,US,United States,1997.0
9740,http://www.wikidata.org/entity/Q100919081,Edvinas Ruzgas,male,1987-06-03 00:00:00+00:00,Lithuania,Europe,LT,Lithuania,1987.0
9741,http://www.wikidata.org/entity/Q100919082,Adonis Rwabigwi,male,1995-06-09 00:00:00+00:00,Rwanda,Africa,RW,Rwanda,1995.0
9742,http://www.wikidata.org/entity/Q100919083,Eric Rwahwire,male,1996-02-21 00:00:00+00:00,Canada|Uganda,North America|Africa,CA,Canada,1996.0
9743,http://www.wikidata.org/entity/Q100919093,Colt Ryan,male,1990-06-11 00:00:00+00:00,United States,North America,US,United States,1990.0
9744,http://www.wikidata.org/entity/Q100919123,Matt Ryan,male,1997-04-17 00:00:00+00:00,United States,North America,US,United States,1997.0
9745,http://www.wikidata.org/entity/Q100919191,Dzmitry Ryuny,male,2000-01-12 00:00:00+00:00,Belarus,Europe,BY,Belarus,2000.0
9746,http://www.wikidata.org/entity/Q100919229,Jordan Sabourin,male,1981-02-27 00:00:00+00:00,Canada,North America,CA,Canada,1981.0
9747,http://www.wikidata.org/entity/Q100919234,Ethel Barrymore Colt,female,1912-04-30 00:00:00+00:00,United States,North America,US,United States,1912.0
9748,http://www.wikidata.org/entity/Q100919241,Daniel Sackey,male,1999-04-09 00:00:00+00:00,Ghana|Canada,Africa|North America,GH,Ghana,1999.0
9749,http://www.wikidata.org/entity/Q100919266,Al Saemmer,male,1925-01-21 00:00:00+00:00,United States,North America,US,United States,1925.0
9750,http://www.wikidata.org/entity/Q100919272,Justin Safford,male,1987-11-19 00:00:00+00:00,United States,North America,US,United States,1987.0
9751,http://www.wikidata.org/entity/Q100919286,John Drew Colt,male,1913-09-09 00:00:00+00:00,United States,North America,US,United States,1913.0
9752,http://www.wikidata.org/entity/Q100919291,Sinan Sağlam,male,1998-03-06 00:00:00+00:00,Turkey,Asia,,Turkey,1998.0
9753,http://www.wikidata.org/entity/Q100919295,Mehmet Sahan,male,1988-05-16 00:00:00+00:00,Turkey,Asia,,Turkey,1988.0
9754,http://www.wikidata.org/entity/Q100919299,Atakan Sahinkaya,male,1999-06-28 00:00:00+00:00,Turkey,Asia,,Turkey,1999.0
9755,http://www.wikidata.org/entity/Q100919308,Ivan Saicic,male,1993-02-08 00:00:00+00:00,Montenegro|Serbia,Europe,ME,Montenegro,1993.0
9756,http://www.wikidata.org/entity/Q100919319,Allan Saint-Gelais,male,1989-01-01 00:00:00+00:00,France,Europe,FR,France,1989.0
9757,http://www.wikidata.org/entity/Q100919320,Samuel Saint-Jean,male,1979-04-14 00:00:00+00:00,France,Europe,FR,France,1979.0
9758,http://www.wikidata.org/entity/Q100919327,Andrius Sakalys,male,1980-04-09 00:00:00+00:00,Lithuania,Europe,LT,Lithuania,1980.0
9759,http://www.wikidata.org/entity/Q100919329,Yevgen Sakhniuk,male,1995-03-13 00:00:00+00:00,Ukraine,Europe,UA,Ukraine,1995.0
9760,http://www.wikidata.org/entity/Q100919330,Luka Sakota,male,2001-02-17 00:00:00+00:00,Canada|Croatia,North America|Europe,CA,Canada,2001.0
9761,http://www.wikidata.org/entity/Q100919337,Rasul Salahuddin,male,1973-06-08 00:00:00+00:00,United States,North America,US,United States,1973.0
9762,http://www.wikidata.org/entity/Q100919342,Diogo Salazar,male,1983-05-02 00:00:00+00:00,Brazil,South America,BR,Brazil,1983.0
9763,http://www.wikidata.org/entity/Q100919346,Christian Salecich,male,1990-09-01 00:00:00+00:00,Australia,Oceania,AU,Australia,1990.0
9764,http://www.wikidata.org/entity/Q100919377,Jack Sallee,male,1933-03-01 00:00:00+00:00,United States,North America,US,United States,1933.0
9765,http://www.wikidata.org/entity/Q100919384,Roburt Sallie,male,1986-01-08 00:00:00+00:00,United States,North America,US,United States,1986.0
9766,http://www.wikidata.org/entity/Q100919440,Gebreal Samaha,male,2001-06-20 00:00:00+00:00,Lebanon,Asia,LB,Lebanon,2001.0
9767,http://www.wikidata.org/entity/Q100919444,Martin Samarco,male,1985-09-14 00:00:00+00:00,United States|Mexico,North America,US,United States,1985.0
9768,http://www.wikidata.org/entity/Q100919456,Brandon Sampay,male,1986-08-18 00:00:00+00:00,United States,North America,US,United States,1986.0
9769,http://www.wikidata.org/entity/Q100919479,Kellen Sampson,male,1985-06-18 00:00:00+00:00,United States,North America,US,United States,1985.0
9770,http://www.wikidata.org/entity/Q100919506,Molly Ladd-Taylor,female,1955-06-27 00:00:00+00:00,Canada,North America,CA,Canada,1955.0
9771,http://www.wikidata.org/entity/Q100919507,Don Samuel,male,1924-02-16 00:00:00+00:00,United States,North America,US,United States,1924.0
9772,http://www.wikidata.org/entity/Q100919511,Jamaal Samuel,male,1993-02-18 00:00:00+00:00,United States,North America,US,United States,1993.0
9773,http://www.wikidata.org/entity/Q100919524,Tyrese Samuel,male,2000-03-10 00:00:00+00:00,Canada,North America,CA,Canada,2000.0
9774,http://www.wikidata.org/entity/Q100919529,David Samuels,male,1991-02-04 00:00:00+00:00,United States|Jamaica,North America,US,United States,1991.0
9775,http://www.wikidata.org/entity/Q100919537,Kurt Samuels,male,1968-04-12 00:00:00+00:00,United Kingdom,Europe,GB,United Kingdom,1968.0
9776,http://www.wikidata.org/entity/Q100919546,Gabriel Charpentier,male,1999-05-17 00:00:00+00:00,France|Republic of the Congo,Europe|Africa,FR,France,1999.0
9777,http://www.wikidata.org/entity/Q100919564,Tory San Antonio,male,2001-06-01 00:00:00+00:00,United States,North America,US,United States,2001.0
9778,http://www.wikidata.org/entity/Q100919609,Byron Sanders,male,1983-09-08 00:00:00+00:00,United States,North America,US,United States,1983.0
9779,http://www.wikidata.org/entity/Q100919615,Corey Sanders,male,1979-07-11 00:00:00+00:00,United States,North America,US,United States,1979.0
9780,http://www.wikidata.org/entity/Q100919639,J.D. Sanders,male,1966-08-08 00:00:00+00:00,United States|Sweden,North America|Europe,US,United States,1966.0
9781,http://www.wikidata.org/entity/Q100919675,Nakye Sanders,male,1997-11-01 00:00:00+00:00,United States,North America,US,United States,1997.0
9782,http://www.wikidata.org/entity/Q100919695,Rome Sanders,male,1984-03-20 00:00:00+00:00,United States|Dominican Republic,North America,US,United States,1984.0
9783,http://www.wikidata.org/entity/Q100919710,Terry Sanders,male,1981-11-01 00:00:00+00:00,United States,North America,US,United States,1981.0
9784,http://www.wikidata.org/entity/Q100919778,Ibrahima Sankare,male,1996-06-01 00:00:00+00:00,Senegal,Africa,SN,Senegal,1996.0
9785,http://www.wikidata.org/entity/Q100919779,Josh Sankes,male,1978-04-13 00:00:00+00:00,United States,North America,US,United States,1978.0
9786,http://www.wikidata.org/entity/Q100919791,Dameon Sansom,male,1975-05-28 00:00:00+00:00,United States,North America,US,United States,1975.0
9787,http://www.wikidata.org/entity/Q100919801,Angel Santana,male,1977-05-23 00:00:00+00:00,Spain,Europe,ES,Spain,1977.0
9788,http://www.wikidata.org/entity/Q100919806,Darris Santee,male,1986-12-10 00:00:00+00:00,United States,North America,US,United States,1986.0
9789,http://www.wikidata.org/entity/Q100919834,Giovanni Santiago,male,2000-01-04 00:00:00+00:00,United States,North America,US,United States,2000.0
9790,http://www.wikidata.org/entity/Q100919838,Erich Santifer,male,1961-11-02 00:00:00+00:00,United States,North America,US,United States,1961.0
9791,http://www.wikidata.org/entity/Q100919849,Luis Santos,male,1994-12-06 00:00:00+00:00,Dominican Republic,North America,DO,Dominican Republic,1994.0
9792,http://www.wikidata.org/entity/Q100919855,Marcus Santos-Silva,male,1997-06-07 00:00:00+00:00,Cape Verde|United States,Africa|North America,,Cape Verde,1997.0
