index,fullName,namePassed,correctGender,predictedGender,localization,useLocalization,serviceUsed,extraGenderScale,extraScore,extraProbabilityCalibrated,extraScript,isCorrect,source
4874,ALEKSANYAN Artur,Artur,male,male,AM,False,NamSor,-0.9836597836165591,11.951881956654889,0.9918298918082796,LATIN,True,kaggle
4875,AMOYAN Malkhas,Malkhas,male,male,AM,False,NamSor,-0.4536596447371366,3.0681377526867277,0.7268298223685683,LATIN,True,kaggle
4876,GALSTYAN Slavik,Slavik,male,male,AM,False,NamSor,-0.9833634761647216,11.897956660876076,0.9916817380823608,LATIN,True,kaggle
4877,HARUTYUNYAN Arsen,Arsen,male,male,AM,False,NamSor,-0.9832512372290324,11.878266290683268,0.991625618614516,LATIN,True,kaggle
4878,TEVANYAN Vazgen,Vazgen,male,male,AM,False,NamSor,-0.9718825094686978,10.866444226869916,0.9859412547343488,LATIN,True,kaggle
4879,ARENAS Lorena,Lorena,female,female,CO,False,NamSor,0.987474615238511,12.862200294192846,0.9937373076192556,LATIN,True,kaggle
4880,McKENZIE Ashley,Ashley,male,female,GB,False,NamSor,0.4744338302696678,3.491055375596126,0.7372169151348339,LATIN,False,kaggle
4882,CAMARA Ebrahima,Ebrahima,male,male,GM,False,NamSor,-0.916102302960672,7.593473495483828,0.958051151480336,LATIN,True,kaggle
4885,GRAJALES Crisanto,Crisanto,male,male,MX,False,NamSor,-0.966020772565152,9.321992036791052,0.983010386282576,LATIN,True,kaggle
4886,MAAROUFOU Hachim,Hachim,male,male,FR,False,NamSor,-0.9491952817371644,8.221480671150132,0.9745976408685822,LATIN,True,kaggle
4887,SAADI Maesha,Maesha,female,female,FR,False,NamSor,0.9667837085108436,9.712164686195692,0.9833918542554216,LATIN,True,kaggle
4888,DIOSDADO Nuria,Nuria,female,female,MX,False,NamSor,0.9871891532548176,12.81705671749647,0.9935945766274088,LATIN,True,kaggle
4889,JIMENEZ Joana,Joana,female,female,MX,False,NamSor,0.9759302005650128,11.176061721676,0.9879651002825064,LATIN,True,kaggle
4890,SOBRINO Jessica,Jessica,female,female,MX,False,NamSor,0.9124033847589484,7.56019019611098,0.9562016923794742,LATIN,True,kaggle
4891,ALFEREZ Regina,Regina,female,female,MX,False,NamSor,0.9886897686784544,13.08106605992672,0.9943448843392272,LATIN,True,kaggle
4892,ARELLANO Fernanda,Fernanda,female,female,MX,False,NamSor,0.9856806956176136,12.426510660795811,0.9928403478088068,LATIN,True,kaggle
4893,TOSCANO Pamela,Pamela,female,female,MX,False,NamSor,0.9827919420783752,11.803847091174298,0.9913959710391876,LATIN,True,kaggle
4894,GONZALEZ Itzamary,Itzamary,female,female,MX,False,NamSor,0.873960528001396,7.084560918560882,0.936980264000698,LATIN,True,kaggle
4895,RODRIGUEZ Samanta,Samanta,female,female,MX,False,NamSor,0.9833509570673196,11.895741094121718,0.9916754785336598,LATIN,True,kaggle
4896,INZUNZA Glenda,Glenda,female,female,MX,False,NamSor,0.9840435926598052,12.026354877996384,0.9920217963299026,LATIN,True,kaggle
4897,SEHEN Sajjad,Sajjad,male,male,IQ,False,NamSor,-0.9907213486239332,13.38568395866541,0.9953606743119666,LATIN,True,kaggle
4899,ISMAIL Mohamed,Mohamed,male,male,DJ,False,NamSor,-0.9950628607505512,14.016614824089828,0.9975314303752756,LATIN,True,kaggle
4900,HASSAN Ibrahim,Ibrahim,male,male,DJ,False,NamSor,-0.9810595731350392,11.601689898549855,0.9905297865675196,LATIN,True,kaggle
4901,WAISS Abdi,Abdi,male,male,DJ,False,NamSor,-0.9668246605252672,9.7381142276069,0.9834123302626336,LATIN,True,kaggle
4904,BARAT Andy,Andy,male,male,KM,False,NamSor,-0.4877215840201314,3.88903858807177,0.7438607920100657,LATIN,True,kaggle
4907,GONZALEZ Alegna,Alegna,female,female,MX,False,NamSor,0.9837497214509584,11.968842204733754,0.9918748607254791,LATIN,True,kaggle
4909,PORTILLO Erick,Erick,male,male,MX,False,NamSor,-0.9719910578092532,10.901857520374064,0.9859955289046266,LATIN,True,kaggle
4910,MUNOZ Uziel,Uziel,male,male,MX,False,NamSor,-0.9690061450240272,10.303924354702154,0.9845030725120136,LATIN,True,kaggle
4913,MORAN Paola,Paola,female,female,MX,False,NamSor,0.960087004756131,8.558554060818459,0.9800435023780656,LATIN,True,kaggle
4914,GALVAN Laura,Laura,female,female,MX,False,NamSor,0.9746993649520336,11.097387110907007,0.9873496824760168,LATIN,True,kaggle
4923,BLANCO Luisa,Luisa,female,female,US,False,NamSor,0.9867125846863783,12.74595560326069,0.9933562923431892,LATIN,True,kaggle
4930,FERNANDEZ Federico,Federico,male,male,MX,False,NamSor,-0.9723314346029472,10.961496170690296,0.9861657173014736,LATIN,True,kaggle
4932,MORENO Alexa,Alexa,female,female,MX,False,NamSor,0.9789922292387075,11.404129957585646,0.9894961146193538,LATIN,True,kaggle
4933,SANDOVAL Ahtziri,Ahtziri,female,female,MX,False,NamSor,0.9755878114754566,11.15354775267214,0.9877939057377284,LATIN,True,kaggle
